artist,uri,followers,genres,popularity,billboard
Dutch Swing College Band,spotify:artist:650v0b6TXS3YQdHpJLrh3E,7782,"['big band', 'dixieland', 'new orleans jazz']",35,0
Martin Gore,spotify:artist:6KQQ6ka4Thwww3kjYqrG0F,43338,['ambient techno'],35,0
Ali Farka Touré,spotify:artist:3mNygoyrEKLgo6sx0MzwOL,138953,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop', 'world']",55,0
Madonna,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,4019945,"['dance pop', 'pop']",79,1
Robbie Patton,spotify:artist:0To5Xn0CmOwl9Vg4Tys4Ov,35,['deep soft rock'],5,1
Eurythmics,spotify:artist:0NKDgy9j66h3DLnN8qu1bB,988850,"['dance pop', 'dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",71,1
Billy Vera & The Beaters,spotify:artist:1QQBo7mfkehMjDfz1tj5Pq,2643,[],35,1
Balance,spotify:artist:3ReyPfNRQYaUsEurjzhzHI,33960,['forro'],30,1
Ricardo Arjona,spotify:artist:0h1zs4CTlU9D2QtgPxptUD,4867574,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'rock en espanol', 'tropical']",78,0
Culture Club,spotify:artist:6kz53iCdBSqhQCZ21CoLcc,816114,"['dance rock', 'disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",66,1
Steve Winwood,spotify:artist:5gxynDEKwNDgxGJmJjZyte,529987,"['album rock', 'art rock', 'classic rock', 'country rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'pop rock', 'rock', 'soft rock']",65,1
Sly Fox,spotify:artist:6wU099wsnfSuP0lxWc0jgt,2016,[],35,1
Cloven Hoof,spotify:artist:3OD7fkHK24rI5G6yoaHzmw,9328,"['neo-trad metal', 'nwobhm', 'nwothm', 'speed metal']",27,0
Los Rebeldes,spotify:artist:3OFZZxPrO2uYjDVglqTwEr,302505,"['banda', 'corrido', 'deep regional mexican', 'grupera', 'norteno', 'regional mexican', 'regional mexican pop']",63,0
Udo Jürgens,spotify:artist:2G0htB8PxlO2onxnIismur,127539,"['classic schlager', 'german pop', 'schlager']",58,0
One Way,spotify:artist:001aJOc7CSQVo3XzoLG4DK,98171,"['classic soul', 'electro', 'funk', 'motown', 'post-disco', 'quiet storm', 'urban contemporary']",47,1
Accept,spotify:artist:3JDIAtVrJdQ7GFOX26LYpv,452211,"['album rock', 'german metal', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal', 'thrash metal']",59,0
Abstürzende Brieftauben,spotify:artist:6KxHVwFeEEa3lOYuUV8Bll,11930,"['antideutsche', 'german punk', 'german rock']",32,0
Spandau Ballet,spotify:artist:2urZrEdsq72kx0UzfYN8Yv,684104,"['dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",66,1
Amit Kumar,spotify:artist:5l1aGNGCRGomCMHVufh6xC,133082,"['classic bollywood', 'filmi', 'ghazal', 'indian folk']",49,0
Whitney Houston,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,5404926,"['dance pop', 'pop', 'urban contemporary']",81,1
Laura Branigan,spotify:artist:4463nfFMmK1cwAWBQDwT5e,291584,"['dance rock', 'europop', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",62,1
Survivor,spotify:artist:26bcq2nyj5GB7uRr558iQg,560443,"['album rock', 'hard rock', 'rock', 'soft rock']",71,1
The Fools,spotify:artist:5RccS3VAx0mlv14McuunDh,378,[],22,1
Dr. Jeckyll & Mr. Hyde,spotify:artist:7rxyGNqJCod2DVTBubSTyt,1704,"['east coast hip hop', 'old school hip hop', 'proto-rap']",26,0
Redd Kross,spotify:artist:1USc9u5yL4tUaQKhGWNuvj,12647,"['alternative rock', 'garage rock', 'gbvfi', 'glam punk', 'jangle pop', 'modern power pop', 'power pop', 'punk blues', 'underground power pop']",30,0
Squeeze,spotify:artist:5I6ni4YWY0WJUs6rFqufxT,42691,['retro soul'],45,1
Sam Bush,spotify:artist:3Fud2i8WgXSZCVmi961lXm,27929,"['bluegrass', 'jam band', 'jamgrass', 'mandolin', 'old-time', 'progressive bluegrass']",44,0
Nataural,spotify:artist:2RtpJcuwdwhbbs2b0lQh8f,149,"['environmental', 'sleep']",47,0
Fine Young Cannibals,spotify:artist:20p5D2KrE8CGuOjHtxsyTp,445952,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",61,1
Inner City,spotify:artist:0vUJ3QLN3MlRfjOc2LjGWp,36710,"['chicago house', 'deep house', 'detroit house', 'disco house', 'diva house', 'hardcore techno', 'hip house', 'vocal house']",51,1
Crimson Glory,spotify:artist:2B73nUiRlcSwjTyVaIAwhR,26230,"['metal', 'neo-trad metal', 'nwothm', 'power metal', 'progressive metal', 'speed metal', 'thrash metal']",33,0
Babatunde Olatunji,spotify:artist:5fOKPmqqTHxZeC8j63252Y,5374,"['african percussion', 'afrobeat', 'afropop']",27,0
Roky Erickson,spotify:artist:7hCsRnXtcbez8msLPfjbkz,37466,"['garage rock', 'outsider', 'protopunk']",41,0
Nobuo Uematsu,spotify:artist:3V79CTgRnsDdJSTqKitROv,179017,"['anime score', 'chiptune', 'final fantasy', 'japanese classical', 'japanese vgm', 'scorecore', 'video game music']",66,0
Limahl,spotify:artist:7LTzUnZaptYfAFmvqW5M6D,35339,"['new romantic', 'new wave pop']",53,1
The Prisoners,spotify:artist:4M2DWCrKQRiRJDie92zzcc,2398,"['freakbeat', 'medway sound', 'mod revival']",19,0
Take 6,spotify:artist:31zQEL3ARiYe63jn3jtM18,35774,"['a cappella', 'christian a cappella', 'gospel']",43,0
Beatriz Adriana,spotify:artist:20DKdVZd4yxzm472iHRXzQ,84574,"['mariachi', 'ranchera']",48,0
Bananarama,spotify:artist:3sc7iUG1Wwpwx7bHeZolgx,394197,"['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",59,1
My Life With The Thrill Kill Kult,spotify:artist:7FfAD7EYZbQ7aHPy9ujduD,41476,"['ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock']",38,0
Roy Ayers,spotify:artist:6R9Mv0bgGE4Tqxna1q5Mrj,124416,"['afrobeat', 'disco', 'funk', 'indie jazz', 'indie soul', 'jazz funk', 'jazz vibraphone', 'quiet storm', 'soul', 'soul jazz']",56,0
Zebra,spotify:artist:6SiyKSeJo6gcsS2NvuAbsl,204449,"['funk metal', 'pop punk', 'punk', 'rap rock', 'skate punk']",58,1
KMFDM,spotify:artist:3V4IvzRQYP5mzuVtkcHgVa,150930,"['cyberpunk', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'nu metal']",52,0
Bessie Smith,spotify:artist:5ESobCkc6JI4tIMxQttqeg,99632,"['blues', 'jazz blues', 'traditional blues']",44,0
Kanchan,spotify:artist:5mZ0Ee8OG1U9c4Wv2FKqvs,1799,[],31,0
Corey Hart,spotify:artist:0smy8yDrRoI4CnhpOuthg0,141454,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",53,1
Big Black,spotify:artist:2TXpVEw5FbzDh93tLoDm0i,50157,['shimmer pop'],48,0
UB40,spotify:artist:69MEO1AADKg1IZrq2XLzo5,1450036,"['reggae fusion', 'uk reggae']",72,1
Doc Severinsen,spotify:artist:36qxqKuaIzIOC8tLgTy02Z,7128,"['big band', 'jazz trumpet', 'space age pop']",31,0
The Cult,spotify:artist:49DW3KvkyjHO35mK1JnSyS,343913,"['album rock', 'alternative rock', 'classic rock', 'dance rock', 'glam metal', 'hard rock', 'metal', 'new wave', 'post-grunge', 'rock']",62,1
Dolly Parton (Duet With Kenny Rogers),spotify:artist:49DW3KvkyjHO35mK1JnSyS,343913,"['album rock', 'alternative rock', 'classic rock', 'dance rock', 'glam metal', 'hard rock', 'metal', 'new wave', 'post-grunge', 'rock']",62,1
Bob Fitts,spotify:artist:6a7zEkNQ1cDio5dO3c3qpP,21354,"['christian relaxative', 'classic praise', 'world worship', 'worship']",39,0
Ultramagnetic MC's,spotify:artist:52ik8mwcuZ4ISphAkejj2Z,35471,"['alternative hip hop', 'bronx hip hop', 'east coast hip hop', 'electro', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'turntablism']",35,0
Gerry Mulligan,spotify:artist:6l40OFJhuTbHQ9V12evc9K,58256,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']",50,0
Quincy Jones Featuring James Ingram,spotify:artist:6l40OFJhuTbHQ9V12evc9K,58256,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']",50,1
The Outfield,spotify:artist:1zxDewzd2j1ZdSBGaYcr0y,303961,"['album rock', 'mellow gold', 'new romantic', 'new wave pop', 'power pop', 'soft rock']",65,1
Elisa Fiorillo,spotify:artist:5jDPhc8LxXtyTcrdN9QgY2,333,[],12,1
Imperiet,spotify:artist:4uWiErrlBRdqgKn5NrIJjg,41023,"['classic swedish pop', 'danspunk', 'swedish alternative rock', 'swedish post-punk', 'swedish punk']",47,0
D.R.I.,spotify:artist:6eKzDvHhJgMtcaOrvEXCTv,119990,"['crossover thrash', 'groove metal', 'hardcore punk', 'metal', 'old school thrash', 'punk', 'speed metal', 'thrash core', 'thrash metal']",44,0
Thompson Twins,spotify:artist:5jVeqi3PNaTOajfvBa4uFn,351546,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",56,1
Together? (Soundtrack) Featuring Jackie DeShannon,spotify:artist:5jVeqi3PNaTOajfvBa4uFn,351546,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",56,1
Bronski Beat,spotify:artist:2wpWOzQE5TpA0dVnh5YD08,275239,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",60,0
Leandro & Leonardo,spotify:artist:0qHOVLCmMmMgk9l3GsgmUB,509768,"['pagode', 'sertanejo', 'sertanejo universitario']",62,0
Venom,spotify:artist:5fwaejlOHVBAw1KhIPPaQe,266270,"['black metal', 'black thrash', 'british black metal', 'crossover thrash', 'death metal', 'groove metal', 'hard rock', 'metal', 'nwobhm', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",48,0
Stormwitch,spotify:artist:1aCcTM90RxE7qzcYl9oDws,12683,"['metal', 'neo-trad metal', 'nwothm', 'speed metal']",30,0
The Cutlass Dance Band,spotify:artist:3agPnP6DnDa2UYMC8rSdLt,120,"['afro psych', 'afro-funk', 'classic afrobeat']",6,0
Nocera,spotify:artist:42gXQWY0t6kDCzflHUeiSS,9991,['freestyle'],32,1
Larry Gatlin & The Gatlin Brothers,spotify:artist:0KzlJXg6A3NVSCkRjecKnS,30721,"['classic country pop', 'country gospel']",42,0
Donnie Iris,spotify:artist:4kveDT8ylFciq1mdeYcIvw,18836,['album rock'],41,1
Sandra De Sá,spotify:artist:5Rxz1EE4Jj08mu40vlrqHv,118946,"['axe', 'brazilian soul', 'mpb', 'pagode', 'samba']",48,0
The Real Roxanne,spotify:artist:0tWFCFuGxmuWwPL8PUHCU5,25524,"['electro', 'old school hip hop', 'proto-rap']",22,0
Minor Threat,spotify:artist:07PiZYrhllpSXtELkUxlrf,185703,"['crossover thrash', 'dc hardcore', 'hardcore punk', 'post-hardcore', 'punk', 'skate punk', 'straight edge']",51,0
Hans Zimmer,spotify:artist:0YC192cP3KPCRWx8zr8MfZ,1927876,"['german soundtrack', 'soundtrack']",79,0
Bob Mould,spotify:artist:0fWvSXbvztkeHEnEuYvU2A,47728,"['alternative pop', 'alternative rock', 'gbvfi', 'jangle pop', 'permanent wave', 'power pop', 'roots rock']",37,0
Arcadia,spotify:artist:6AsX53NZ0rVrVnlKLy1KvR,230265,"['francoton', 'french pop', 'variete francaise']",54,1
José José,spotify:artist:4oa7ETNZH1ivfzFkCGVZlR,872800,"['sertanejo', 'sertanejo tradicional', 'sertanejo universitario']",65,0
Re-flex,spotify:artist:1iNGtKXGyniqwVhXfbKpk8,2187,[],34,1
Rufus And Chaka Khan,spotify:artist:1YLsqPcFg1rj7VvhfwnDWm,24624,['funk'],46,1
Steve Perry,spotify:artist:5xQKoGD7Ql92fWd1uWwKkf,310145,"['album rock', 'mellow gold', 'soft rock', 'yacht rock']",56,1
Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,spotify:artist:5xQKoGD7Ql92fWd1uWwKkf,310145,"['album rock', 'mellow gold', 'soft rock', 'yacht rock']",56,1
Aretha Franklin And George Benson,spotify:artist:5xQKoGD7Ql92fWd1uWwKkf,310145,"['album rock', 'mellow gold', 'soft rock', 'yacht rock']",56,1
Evelyn Thomas,spotify:artist:2YLxwK8ceDNaG8RHhtkcQh,5703,"['disco', 'diva house', 'hi-nrg', 'italian disco']",39,1
Kylie Minogue,spotify:artist:4RVnAU35WRWra6OZ3CbbMA,994219,"['australian dance', 'australian pop', 'dance pop', 'disco house', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop', 'pop rock']",70,1
Super Coper & Clarence Breakers,spotify:artist:33cPPMm0fgFcvX1DVFX26I,11,['proto-rap'],0,0
Sweet Sensation,spotify:artist:0DSE3n3008wiKzfd8vNhWy,39755,['freestyle'],37,1
Roger Hodgson,spotify:artist:3lHXm91pKLq9Sxi6CoRKWu,139814,"['album rock', 'art rock', 'progressive rock', 'soft rock', 'symphonic rock']",45,1
A Flock Of Seagulls,spotify:artist:0uAjBatvB4ubpd4kCfjmNt,312761,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",60,1
Sad Lovers & Giants,spotify:artist:3WPQHDN5VniDY6JBGUV7UQ,22336,"['dark post-punk', 'gothic post-punk', 'gothic rock', 'new wave', 'post-punk', 'uk post-punk']",39,0
Go West,spotify:artist:7bKupnlF7XOfR1En3K8oAL,139290,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",54,1
Dexys Midnight Runners,spotify:artist:4QTVePrFu1xuGM9K0kNXkk,132021,"['bow pop', 'dance rock', 'new wave', 'new wave pop']",67,1
Curiosity Killed The Cat,spotify:artist:0ZGAYur5k4gJprOffC6LkP,46496,"['dance rock', 'new romantic', 'new wave pop']",39,1
The Gap Band,spotify:artist:4TwHRCIu3Xg9fjS3l7owkp,550643,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul']",59,1
Alison Krauss & Union Station,spotify:artist:0OTnx2X2FDXeewcm72lavT,121715,"['bluegrass', 'folk', 'progressive bluegrass']",57,0
Brooklyn Funk Essentials,spotify:artist:4r4tRC1EUpfUCLjwQXP5EA,37041,"['modern funk', 'nu jazz']",44,0
Brad Fiedel,spotify:artist:4GcS4MPc2DtgpYCeghy88O,9550,"['classic soundtrack', 'scorecore', 'soundtrack']",45,0
Ten City,spotify:artist:3DIaOWIVFxJdTYyEb9mXzi,9780,"['chicago house', 'deep house', 'hip house', 'vocal house']",37,0
Aldo Nova,spotify:artist:3jtTd1E9mBxYYU987s32Fm,93814,"['album rock', 'canadian metal', 'classic canadian rock', 'glam metal', 'hard rock']",43,1
Models,spotify:artist:0KqSULB80ft2H3aFg6kJmN,59014,"['dark techno', 'french techno', 'industrial techno', 'minimal dub']",44,1
Zeca Pagodinho,spotify:artist:3qZ2n5keOAat1SoF6bHwmb,730677,"['mpb', 'pagode', 'partido alto', 'samba', 'samba de roda']",66,0
Mexicanto,spotify:artist:2vJZznn0lsxmK4ydVwroSc,25944,"['cantautor', 'nueva cancion', 'trova']",39,0
Frankie Smith,spotify:artist:0CcGsPdBvdYS0JuxrTvTIF,3578,['funk'],37,1
Lone Justice,spotify:artist:2OFpmma3V9yxT5XXgytGns,5233,"['country rock', 'cowpunk', 'heartland rock', 'roots rock']",30,1
Louise Tucker,spotify:artist:1nWVPdf2KdNCEeh326GwXv,737,[],24,1
Howard Jones,spotify:artist:6loBF9iQdE11WSX29fNKqY,223972,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",54,1
The Darling Buds,spotify:artist:6m0Povbq4YGsURJQYtJcRR,4561,['c86'],20,0
Benny Goodman Trio,spotify:artist:6alI0NXWBVryqxHQrrl9A0,21475,"['big band', 'stride', 'swing', 'vintage jazz']",36,0
Newcity Rockers,spotify:artist:06kEiavGofOiiVEr1yK7Ok,4,[],0,1
Isabel Pantoja,spotify:artist:0G2qO3Wbj6WmCTFgcsJ1Eo,410070,"['cancion melodica', 'copla', 'pop romantico', 'spanish pop']",57,0
Robin Gibb,spotify:artist:4vZduJO8Uukqzx64de5JxV,41926,['soft rock'],48,1
Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,13201908,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'post-grunge', 'rock']",85,0
Ana Gabriel,spotify:artist:6a9WLQ5NsIV7U2qB16uFWD,159356,['nova mpb'],64,0
Change,spotify:artist:645m90txZTycwJGdZTWscc,136517,['musical advocacy'],50,1
Duncan Dhu,spotify:artist:2MLHBMApNE5h8wIufiTPs7,376249,"['cantautor', 'rock en espanol', 'spanish new wave', 'spanish pop']",61,0
The Gregg Allman Band,spotify:artist:5jTAPkN0XtPH0cinWMRyzw,123388,"['blues rock', 'country rock', 'southern rock']",42,1
Tommy Shaw,spotify:artist:6cMIEub9j2vbMGF3GOETWi,12217,['album rock'],32,1
Fiona,spotify:artist:3g2kUQ6tHLLbmkV7T4GPtL,646106,"['art pop', 'chamber pop', 'indie pop', 'lilith', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']",73,1
Breathless,spotify:artist:0mVqMVcS4fE4Rc2zJ6vrBo,736,['finnish rockabilly'],27,1
Nana Mouskouri,spotify:artist:6p7iFdv6Wn9iaS7AwVLvod,124943,"['adult standards', 'chanson', 'entehno', 'operatic pop']",57,0
LL Cool J,spotify:artist:1P8IfcNKwrkQP5xJWuhaOC,899307,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",66,1
Al B. Sure!,spotify:artist:1fvz0vd4P0LNMkAysF1ivk,318862,"['funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",50,1
Ann Wilson & Robin Zander,spotify:artist:1fvz0vd4P0LNMkAysF1ivk,318862,"['funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",50,1
Helix,spotify:artist:77rUVbhFaC5ayjN6nufaR6,97,[],26,0
Rev. Gary Davis,spotify:artist:7DtrCdyysCDj5BlVKcassv,19035,"['acoustic blues', 'blues', 'country blues', 'gospel blues', 'piedmont blues', 'traditional blues', 'traditional folk']",34,0
Terence Trent D'Arby,spotify:artist:1JpHKf8Ztyd8HXU8p6m9cc,361354,"['dance rock', 'new romantic', 'new wave', 'new wave pop']",56,1
Harvey Reid,spotify:artist:5w0Uv9qokqUNtijEm9BocG,444,"['fingerstyle', 'paracana']",12,0
Jon Butcher Axis,spotify:artist:29iYPp3BSrMl72zDV17pem,639,[],10,1
Clarence Clemons & Jackson Browne,spotify:artist:29iYPp3BSrMl72zDV17pem,639,[],10,1
The Jesus and Mary Chain,spotify:artist:4rjlerN21ygkIhmUv55irs,278669,"['alternative rock', 'art rock', 'dance rock', 'dream pop', 'garage rock', 'new wave', 'noise pop', 'nu gaze', 'post-punk', 'punk', 'rock', 'scottish indie', 'shoegaze', 'uk post-punk']",57,0
Glenn Miller Orchestra,spotify:artist:6N1ycRllcq7fwHMdeTQD1z,70871,"['adult standards', 'big band', 'lounge', 'swing']",44,0
The Gun Club,spotify:artist:3Un18X4NF1bpjgUk44lUzn,53440,"['alternative rock', 'cowpunk', 'dance rock', 'experimental', 'experimental rock', 'garage rock', 'industrial rock', 'no wave', 'noise pop', 'post-punk', 'psychedelic rock', 'psychobilly', 'punk', 'punk blues']",44,0
The Time,spotify:artist:249C09TWxdBKs7Z5BN2MU6,8330,"['background music', 'focus']",47,1
Pat Travers Band,spotify:artist:4ZjFFy2brYzBcYNAPwhW6W,4088,[],32,1
Frankie Goes To Hollywood,spotify:artist:1mZu3rO7qSD09GdDpePHhY,407149,"['art rock', 'dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",61,1
The Georgia Satellites,spotify:artist:2hnzQ6eCFkxUIPsVcsdj8A,97818,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'pub rock', 'rock', 'roots rock', 'southern rock']",51,1
Missing Persons,spotify:artist:5CT7RBitS0e0u78T8tRBWQ,77751,"['album rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",43,1
Amy Grant,spotify:artist:72Nhcx7prNk2ZCxhx0Y5es,130499,"['adult standards', 'christian alternative rock', 'christian music']",57,1
"Grover Washington, Jr. (With Bill Withers)",spotify:artist:72Nhcx7prNk2ZCxhx0Y5es,130499,"['adult standards', 'christian alternative rock', 'christian music']",57,1
Jagjit Singh,spotify:artist:2ijWbN5KykTYiBoVmhzCTU,570685,"['classic bollywood', 'desi pop', 'filmi', 'ghazal', 'indian folk', 'modern bollywood', 'sufi']",53,0
Duke Ellington,spotify:artist:4F7Q5NV6h5TSwCainz8S5A,590001,"['adult standards', 'bebop', 'big band', 'cool jazz', 'jazz', 'jazz piano', 'lounge', 'swing', 'vocal jazz']",64,0
Tears For Fears,spotify:artist:4bthk9UfsYUYdcFyqxmSUU,1561192,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']",73,1
Anthony Braxton,spotify:artist:3UXq4fckDmcPmleixlrl6i,14556,"['avant-garde', 'avant-garde jazz', 'contemporary jazz', 'contemporary post-bop', 'free improvisation', 'free jazz', 'jazz saxophone']",24,0
Dave Van Ronk,spotify:artist:6QmHysWvckkQR74oxmLmtz,33562,"['american folk revival', 'appalachian folk', 'folk', 'folk rock', 'traditional blues', 'traditional folk']",47,0
Sting,spotify:artist:0Ty63ceoRnnJKVEYP0VQpk,1763531,"['permanent wave', 'soft rock']",74,1
Jesse Johnson (Featuring Sly Stone),spotify:artist:0Ty63ceoRnnJKVEYP0VQpk,1763531,"['permanent wave', 'soft rock']",74,1
Lee Ritenour,spotify:artist:1nDqTUspmq8IXhcEZT93iq,97315,"['jazz funk', 'jazz fusion', 'jazz guitar', 'smooth jazz', 'yacht rock']",50,1
Current 93,spotify:artist:7vF3DcPluq6lZI36VniagW,32808,"['british industrial', 'experimental', 'experimental rock', 'industrial', 'industrial rock', 'martial industrial', 'neofolk']",36,0
John Mellencamp,spotify:artist:3lPQ2Fk5JOwGWAF3ORFCqH,810102,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",70,1
Don Moen,spotify:artist:2JGLjTHV2t8u8wxmLaiFfe,283047,"['christian relaxative', 'messianic praise', 'tagalog worship', 'world worship', 'worship']",64,0
Roberta Flack With Donny Hathaway,spotify:artist:2JGLjTHV2t8u8wxmLaiFfe,283047,"['christian relaxative', 'messianic praise', 'tagalog worship', 'world worship', 'worship']",64,1
Saraya,spotify:artist:3ruACf0oMHNYWImFGj10c6,6321,['glam metal'],26,1
Metal Church,spotify:artist:0exvkfkATkqWOJgugTjJhP,119541,"['album rock', 'groove metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",46,0
Twennynine Featuring Lenny White,spotify:artist:0exvkfkATkqWOJgugTjJhP,119541,"['album rock', 'groove metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",46,1
Miguel Cantilo,spotify:artist:4MTd9MHb33LFgRKqWG0jZi,9736,"['argentine rock', 'rock nacional', 'ska argentino']",30,0
Bryan Adams,spotify:artist:3Z02hBLubJxuFJfhacLSDc,1599332,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'pop rock', 'soft rock']",78,1
Shana,spotify:artist:5CXOHLCaT1T30cBkpBB9CO,836,['freestyle'],30,1
Robbie Dupree,spotify:artist:3jrgftS3TYbNxcPt5itKhz,25235,"['soft rock', 'yacht rock']",47,1
Rev. Milton Brunson,spotify:artist:3Tiff2zKob5oG6m7AQpbis,20159,"['contemporary gospel', 'gospel']",34,0
Momus,spotify:artist:5LdNksCgi3YN2D9uA8vQF3,28,[],21,0
Cyndi Lauper,spotify:artist:2BTZIqw0ntH9MvilQ3ewNY,1251108,"['dance pop', 'dance rock', 'europop', 'mellow gold', 'new wave pop', 'permanent wave', 'pop', 'pop rock', 'soft rock']",73,1
White Flag,spotify:artist:0F05rpj5wb1nzkAOERrBzZ,467,[],3,0
Picture,spotify:artist:7jLSEPYCYQ5ssWU3BICqrW,201232,"['indie anthem-folk', 'irish pop']",64,0
Tina Turner,spotify:artist:1zuJe6b1roixEKMOtyrEak,1802119,"['disco', 'europop', 'mellow gold', 'new wave pop', 'soft rock']",71,1
BulletBoys,spotify:artist:4E35ibCNOAXiBdd4OMnlrk,78982,"['glam metal', 'hard rock', 'sleaze rock']",39,1
Mondo Rock,spotify:artist:0f7ChwXkRvmj2ViLbEQwYK,61040,"['australian alternative rock', 'australian rock']",47,1
The Firm,spotify:artist:371WBV85Uj9msIgGpGKyHj,897,[],32,1
Helloween,spotify:artist:4pQN0GB0fNEEOfQCaWotsY,677827,"['german metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'old school thrash', 'power metal', 'progressive metal', 'rock', 'speed metal', 'thrash metal']",61,0
Valentín Clastrier,spotify:artist:6Nx4NKYUONDQOOXq0dGvBt,213,"['hurdy-gurdy', 'laboratorio']",3,0
Ofra Haza,spotify:artist:6tOL5L1TlmBLdFMeEoXgae,21459,"['classic israeli pop', 'israeli singer-songwriter', 'mizrahi', 'world']",45,0
Jorge Aragão,spotify:artist:2cAooeeHKk2UvzUgIxpS0y,343212,"['axe', 'forro', 'mpb', 'pagode', 'samba']",59,0
David Pack,spotify:artist:22iNiLtvlzsvUw9KDiROnl,6493,"['deep soft rock', 'yacht rock']",40,1
Leila Pinheiro,spotify:artist:4YBLaoTWDgIwBB6Y61Y6Nb,56432,"['bossa nova', 'mpb', 'samba']",42,0
El Fary,spotify:artist:5gs3QMiBgkUgNofeA16Awv,34269,['copla'],42,0
Psyche,spotify:artist:0O0lrN34wrcuBenkqlEDZe,291878,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'rock']",60,0
Daniel Johnston,spotify:artist:1jeYbk5eqo6wgsQPjLeU5w,156994,"['alternative rock', 'anti-folk', 'freak folk', 'indie rock', 'lo-fi', 'melancholia', 'noise pop', 'outsider']",53,0
Bill Monroe,spotify:artist:64vAECmFoB6mi7n1zTRwR8,15752,"['appalachian folk', 'bluegrass', 'bluegrass gospel', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk', 'yodeling']",42,0
The Communards,spotify:artist:17U2ImH5IyYMvjkCfPhMHT,165696,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",56,1
