COMPETENCIA;CODIGO_OPERADORA;RAZAO_SOCIAL;SITUACAO_OPERADORA;VALOR_PAGO_ACUMULADO;VALOR_PARCELADO_ACUMULADO;VALOR_COBRADO_ACUMULADO;INDICE_ADIMPLENCIA
"2020/02";"372188";"Massa Falida De Clinica Medica G.S.N. S/C Ltda.";"Inativa";0,00;0,00;8823,45;"0.00%"
"2020/02";"357341";"Massa Falida De Clinica Rio Odontologica Ltda.";"Inativa";0,00;0,00;260058,69;"0.00%"
"2020/02";"372030";"Massa Falida De Cog Saúde S/C Ltda";"Inativa";7611,88;0,00;138893,45;"5.48%"
"2020/02";"417483";"Massa Falida De Conmed São Luis - Convênios Médicos De Saúde Suplementar Ltda";"Inativa";0,00;0,00;208832,66;"0.00%"
"2020/02";"411931";"Massa Falida De Conmedh Saude Assistencia Integrada De Saude Ltda";"Inativa";1215,53;844777,15;3668865,46;"23.06%"
"2020/02";"403709";"Massa Falida De Construtora Silver Life Assessoria E Consultoria Ltda.";"Inativa";4243,67;0,00;109548,21;"3.87%"
"2020/02";"326046";"Massa Falida De Coopersaúde - Cooperativa De Usuários De Serv Médicos E Hosp";"Inativa";6225,55;0,00;125694,31;"4.95%"
"2020/02";"406783";"Massa Falida De Coopus Coop. De Usuários De Serviços E Sistemas De Saúde";"Inativa";0,00;0,00;1873016,75;"0.00%"
"2020/02";"328499";"Massa Falida De Ct Planos De Saúde Ltda";"Inativa";0,00;0,00;195856,74;"0.00%"
"2020/02";"415863";"Massa Falida De Daymed - Assistência Médica Ltda";"Inativa";0,00;0,00;451031,92;"0.00%"
"2020/02";"402982";"Massa Falida De Game Assistencia Medica S/C Ltda.";"Inativa";0,00;0,00;52063,14;"0.00%"
"2020/02";"412520";"Massa Falida De Globalmed - Operadora De Assistência Médica - Em Liquidação Extrajudicial";"Inativa";0,00;0,00;65684,31;"0.00%"
"2020/02";"412007";"Massa Falida De Gold Med Ltda";"Inativa";610,42;0,00;29604,56;"2.06%"
"2020/02";"370584";"Massa Falida De Golden Plus Administração E Convênio Ltda.";"Inativa";0,00;0,00;70807,65;"0.00%"
"2020/02";"319694";"Massa Falida De Guaruamo Assistência Médica Hospitalar S/C Ltda.";"Inativa";1279,19;0,00;85973,39;"1.49%"
"2020/02";"402362";"Massa Falida De Health Assistência Médica E Hospitalar S/C Ltda.";"Inativa";0,00;0,00;133683,78;"0.00%"
"2020/02";"411744";"Massa Falida De Interhospitais Operadora De Planos De Saude Ltda.";"Inativa";18033,93;10996,75;311155,51;"9.33%"
"2020/02";"401340";"Massa Falida De Investigar Sistema De Saúde Ltda.";"Inativa";1519,35;0,00;49579,95;"3.06%"
"2020/02";"404535";"Massa Falida De Isomedic Administradora De Planos De Saúde Ltda.";"Inativa";0,00;0,00;15347,84;"0.00%"
"2020/02";"320889";"Massa Falida De Italica Saúde Ltda";"Inativa";5980,34;0,00;10063556,48;"0.06%"
"2020/02";"404918";"Massa Falida De Maas - Corretora De Planos De Saúde";"Inativa";0,00;0,00;694577,56;"0.00%"
"2020/02";"358037";"Massa Falida De Master Administração De Planos De Saúde Ltda.";"Inativa";0,00;0,00;975326,24;"0.00%"
"2020/02";"340561";"Massa Falida De Master Clean Assistência Médica Ltda";"Inativa";0,00;0,00;410,45;"0.00%"
"2020/02";"357014";"Massa Falida De Master Pax Saúde Assistência Médica E Assistência Odontológica Ltda.";"Inativa";0,00;0,00;230737,99;"0.00%"
"2020/02";"345687";"Massa Falida De Master Plan Assistencia Medica Ltda";"Inativa";0,00;0,00;33456,13;"0.00%"
"2020/02";"378577";"Massa Falida De Mb Assistencia Medica S/C Ltda.";"Inativa";0,00;0,00;737264,91;"0.00%"
"2020/02";"401803";"Massa Falida De Medline Assistencia Medica S/C Ltda";"Inativa";0,00;0,00;33922,13;"0.00%"
"2020/02";"303364";"Massa Falida De Micromed Assistência Médica Ltda";"Inativa";0,00;0,00;8302114,09;"0.00%"
"2020/02";"382868";"Massa Falida De Milmed Administradora De Serviços Médicos Ltda.";"Inativa";0,00;0,00;243627,80;"0.00%"
"2020/02";"411086";"Massa Falida De Minas Center Med Ltda";"Inativa";1216,78;33303,63;4144680,78;"0.83%"
"2020/02";"369187";"Massa Falida De Mms Plano De Saúde Ltda";"Inativa";0,00;0,00;968417,68;"0.00%"
"2020/02";"331490";"Massa Falida De Multiclínicas Assist.Med. Cirurg. E Hosp. Ltda";"Inativa";1211,04;0,00;1025989,18;"0.12%"
"2020/02";"356280";"Massa Falida De Odomed Clínica Médico Odontologica Sc Ltda";"Inativa";0,00;0,00;88964,86;"0.00%"
"2020/02";"324809";"Massa Falida De Operadora De Planos De Saude Santa Genoveva S/S Ltda";"Inativa";0,00;0,00;982490,87;"0.00%"
"2020/02";"412171";"Massa Falida De Operadora Ideal Saude Ltda";"Inativa";35733,88;197766,45;4246857,90;"5.50%"
"2020/02";"414514";"Massa Falida De P. Y. Saude Ltda";"Inativa";0,00;0,00;11981,42;"0.00%"
"2020/02";"411175";"Massa Falida De Pax Saúde Ltda";"Inativa";23867,81;0,00;52465,96;"45.49%"
"2020/02";"405141";"Massa Falida De Plancor Ltda";"Inativa";0,00;13080,44;13376,94;"97.78%"
"2020/02";"411531";"Massa Falida De Plano Rio Saude Ltda";"Inativa";0,00;0,00;556380,10;"0.00%"
"2020/02";"409260";"Massa Falida De Plasmmet Plano De Saude Ltda.";"Inativa";1107,95;0,00;405840,23;"0.27%"
"2020/02";"359556";"Massa Falida De Policlinica Amhavre Ltda";"Inativa";10050,34;0,00;73719,52;"13.63%"
"2020/02";"327000";"Massa Falida De Pollen - Grupo Assistencial Polivalente";"Inativa";0,00;0,00;134875,53;"0.00%"
"2020/02";"318027";"Massa Falida De Previna Administradora De Serv. Médicos Ltda.";"Inativa";0,00;0,00;1080003,16;"0.00%"
"2020/02";"412643";"Massa Falida De Promed Assistencia E Saude Ltda";"Inativa";0,00;0,00;14131,73;"0.00%"
"2020/02";"379697";"Massa Falida De Pró-Saúde Planos De Saúde Ltda.";"Inativa";0,00;0,00;30715645,53;"0.00%"
"2020/02";"409847";"Massa Falida De Qualimed Ltda.";"Inativa";0,00;0,00;389537,31;"0.00%"
"2020/02";"406350";"Massa Falida De Realmed Assistência  A  Saúde Ltda";"Inativa";0,00;0,00;340162,05;"0.00%"
"2020/02";"353787";"Massa Falida De Rio Med Serviços De Assistencia Médica Ltda";"Inativa";0,00;0,00;5428378,69;"0.00%"
"2020/02";"404951";"Massa Falida De Santa Cruz Saúde Ltda.";"Inativa";0,00;0,00;190912,01;"0.00%"
"2020/02";"413798";"Massa Falida De Santa Marina Saúde S/C Ltda";"Inativa";0,00;0,00;777150,09;"0.00%"
"2020/02";"300926";"Massa Falida De Saude Assistencia Medica Internacional Ltda";"Inativa";0,00;0,00;3813102,88;"0.00%"
"2020/02";"412813";"Massa Falida De Saude Master - Assistencia Medica A Saude Ltda";"Inativa";1220,92;0,00;436588,54;"0.28%"
"2020/02";"367729";"Massa Falida De Saúde Quality Ltda.";"Inativa";12924,54;11304,29;835021,54;"2.90%"
"2020/02";"359751";"Massa Falida De Semepe Servico Medico De Pernambuco Ltda";"Inativa";0,00;0,00;1269495,60;"0.00%"
"2020/02";"388122";"Massa Falida De Serma Servicos Medicos Assistenciais S/A";"Inativa";0,00;0,00;1386851,88;"0.00%"
"2020/02";"365939";"Massa Falida De Sermed Serviços Hospitalares S/C Ltda";"Inativa";912,00;0,00;625441,90;"0.15%"
"2020/02";"342505";"Massa Falida De Sermede Serviço Médico E Dentário Ltda";"Inativa";6037,65;8716,50;187871,55;"7.85%"
"2020/02";"357685";"Massa Falida De Serviço De Assistência Médica Ao Servidor Público S/C Ltda";"Inativa";2082,77;0,00;2728518,35;"0.08%"
"2020/02";"337625";"Massa Falida De Sistema Medico Da Saude S/A";"Inativa";457,36;0,00;460759,93;"0.10%"
"2020/02";"410926";"Massa Falida De Sosaude Assistência Médico Hospitalar Ltda";"Inativa";3116,08;43530,08;3443990,38;"1.35%"
"2020/02";"402435";"Massa Falida De Starmed Assistência Médica Ltda.";"Inativa";0,00;0,00;34004,50;"0.00%"
"2020/02";"411302";"Massa Falida De Uniao Assistencia Medica Ltda";"Inativa";0,00;0,00;951325,84;"0.00%"
"2020/02";"327263";"Massa Falida De Unimed Guararapes Cooperativa De Trabalho Medico Ltda";"Inativa";25923,97;0,00;2562994,82;"1.01%"
"2020/02";"413917";"Massa Falida De Unisaúd Adm.De Serviços E Planos E Assistência A Saúde Ltda";"Inativa";0,00;0,00;60712,04;"0.00%"
"2020/02";"352616";"Massa Falida De Universo Assistencia Medica S/C Ltda";"Inativa";0,00;0,00;1564285,82;"0.00%"
"2020/02";"413780";"Massa Falida De União Hospitalar Operadora De Planos De Saúde Ltda";"Inativa";9371,10;0,00;2009121,34;"0.47%"
"2020/02";"318221";"Massa Falida De V. F. S. Tannus Assistência Médica";"Inativa";4344,91;0,00;82090,53;"5.29%"
"2020/02";"401773";"Massa Falida De Vectra Assistencia Medica E Odontológica Ltda.";"Inativa";0,00;0,00;437102,74;"0.00%"
"2020/02";"306932";"Massa Falida De Vida E Saúde Assistência Médica Ltda.";"Inativa";543,53;0,00;33639,51;"1.62%"
"2020/02";"316296";"Massa Falida De Vita Saúde Administração Hospitalar E Sistemas De Saúde Ltda";"Inativa";0,00;0,00;3166043,14;"0.00%"
"2020/02";"413488";"Massa Falida De Vitae Serviços Assistenciais Ltda";"Inativa";88577,46;0,00;621089,82;"14.26%"
"2020/02";"331309";"Massa Falida De Vitamed - Assistência Médica E Odontológica Ltda.";"Inativa";0,00;0,00;142768,38;"0.00%"
"2020/02";"417254";"Massa Falida De Vivermais Assistência Médica Ltda.";"Inativa";0,00;0,00;46335,26;"0.00%"
"2020/02";"358126";"Massa Falida De Ômega  Saúde - Operadora De Planos De Saúde Ltda";"Inativa";5582,30;0,00;767914,90;"0.73%"
"2020/02";"404713";"Massa Falida Itapemirim  Saúde Ltda.";"Inativa";0,00;0,00;82196,57;"0.00%"
"2020/02";"360961";"Massa Falida Lam Operadora De Planos De Saude Ltda.";"Inativa";0,00;235555,83;3113641,46;"7.57%"
"2020/02";"407780";"Massa Falida Life Saude Medica Ltda";"Inativa";0,00;0,00;1197270,45;"0.00%"
"2020/02";"412244";"Massa Falida Mayer Sistemas De Saúde Ltda";"Inativa";0,00;0,00;767342,22;"0.00%"
"2020/02";"376604";"Massa Falida Open Saúde Ltda";"Inativa";0,00;0,00;85720,70;"0.00%"
"2020/02";"416029";"Massa Falida Planlife - Assistência Médica Limitada";"Inativa";0,00;0,00;14680,73;"0.00%"
"2020/02";"350559";"Massa Falida Policlínica Central Ltda.";"Inativa";0,00;0,00;2735670,82;"0.00%"
"2020/02";"381161";"Massa Falida Real Saude Ltda Epp";"Inativa";35252,34;25155,44;1742504,48;"3.47%"
"2020/02";"336378";"Massa Falida Uniao Administradora De Saúde Ltda";"Inativa";0,00;0,00;134761,36;"0.00%"
"2020/02";"403334";"Massa Falida Viver Sis-Sistema Integrado De Saúde Ltda.";"Inativa";0,00;0,00;28342,35;"0.00%"
"2020/02";"332615";"Master Saúde Assistência Médica Ltda";"Inativa";0,00;0,00;2470922,62;"0.00%"
"2020/02";"414077";"Mastermed Adm. De Planos De Saúde Ltda";"Inativa";1119105,65;532075,76;2094563,42;"78.83%"
"2020/02";"335801";"Matermed Assistência Médica - Eireli";"Inativa";0,00;896144,32;2329954,64;"38.46%"
"2020/02";"352799";"Max Med Organizações De Manutenção De Saude Associadas S/A";"Inativa";391,85;0,00;391,85;"100.00%"
"2020/02";"006050";"Maxmed Seguradora S/A";"Inativa";0,00;0,00;158667,24;"0.00%"
"2020/02";"362026";"Mc Clínicas Ltda.- Em Liquidação Extrajudicial";"Inativa";973,90;0,00;17497,69;"5.57%"
"2020/02";"408344";"Mca Do Brasil S.A.";"Inativa";0,00;0,00;550940,36;"0.00%"
"2020/02";"356298";"Med Card Saude Ltda";"Inativa";2680530,84;0,00;2861009,97;"93.69%"
"2020/02";"338249";"Med New - Participações S/S Ltda.";"Inativa";391,85;0,00;39670,14;"0.99%"
"2020/02";"347710";"Med Plan Serviços Médicos Ltda";"Inativa";0,00;0,00;1520,23;"0.00%"
"2020/02";"356727";"Med Plus Assessoria E Assistencia S/C Ltda";"Inativa";0,00;0,00;230468,83;"0.00%"
"2020/02";"328201";"Medes Clinica Médica Ltda";"Inativa";23588,55;0,00;78419,34;"30.08%"
"2020/02";"327034";"Medial Saude Rio De Janeiro Ltda";"Inativa";0,00;0,00;7257,23;"0.00%"
"2020/02";"419320";"Medical Brasil Assistência Médica Ltda - Em Liquidação Extrajudicial";"Inativa";0,00;0,00;259740,76;"0.00%"
"2020/02";"337781";"Medical Health Operadora De Planos De Assistência Médica E Odontológica Ltda - Em Liquidação Extrajudicial";"Inativa";104,08;0,00;688839,06;"0.02%"
"2020/02";"322946";"Medicamp Assistência Médica Ltda";"Inativa";52334,40;0,00;1012898,42;"5.17%"
"2020/02";"382574";"Medicol Medicina Coletiva S/A";"Inativa";3875,55;0,00;790816,22;"0.49%"
"2020/02";"406252";"Medicor - Assistencia Médica E Odontológica Ltda";"Inativa";0,00;0,00;2012,68;"0.00%"
"2020/02";"349127";"Medisul Assistência Médica Empresarial Ltda.";"Inativa";1637,94;0,00;1637,94;"100.00%"
"2020/02";"413241";"Medline Assistencia Médica Ltda";"Inativa";3062,34;0,00;245558,17;"1.25%"
"2020/02";"371530";"Medmaster Assistencia Medica S/C Ltda";"Inativa";0,00;0,00;25368,48;"0.00%"
"2020/02";"352055";"Medporto Assistência Médica Ltda.";"Inativa";61927,72;135936,95;432048,31;"45.80%"
"2020/02";"372137";"Medtral Medicina E Segurança Do Trabalho S/C Ltda";"Inativa";0,00;0,00;9655,24;"0.00%"
"2020/02";"349577";"Medvale Saúde Ltda";"Inativa";181,00;0,00;45786,54;"0.40%"
"2020/02";"411094";"Meta - Assessoria Em Medicina Do Trabalho Ltda.";"Inativa";0,00;0,00;5474,54;"0.00%"
"2020/02";"323896";"Mogiano Transporte Gerais Ltda";"Inativa";0,00;0,00;464,49;"0.00%"
"2020/02";"383945";"Ms Assistência Médica S/C Ltda";"Inativa";0,00;0,00;204972,18;"0.00%"
"2020/02";"318329";"Mult Life Ltda";"Inativa";0,00;0,00;353085,30;"0.00%"
"2020/02";"348732";"Multicare Saúde Ltda";"Inativa";391869,66;0,00;391869,66;"100.00%"
"2020/02";"411876";"Multplus Administracao De Planos Odontologicos S/C Ltda";"Inativa";0,00;0,00;2854,40;"0.00%"
"2020/02";"321010";"Nestle Brasil Ltda";"Inativa";39288,20;0,00;39288,20;"100.00%"
"2020/02";"370762";"Ngo - Consultoria E Administração Ltda.";"Inativa";0,00;0,00;70295,56;"0.00%"
"2020/02";"416681";"Nm - Neurocardio E Memorial Saúde Ltda.";"Inativa";66,33;0,00;119476,70;"0.06%"
"2020/02";"300683";"Norclínicas Sistema De Saúde Ltda.";"Inativa";2375,79;0,00;1345074,23;"0.18%"
"2020/02";"413461";"Norteplano Prest Serv E Conv Odont E Médico S/C Ltda";"Inativa";0,00;0,00;7375,54;"0.00%"
"2020/02";"006980";"Notre Dame Seguradora S/A";"Inativa";9146,79;0,00;7250831,85;"0.13%"
"2020/02";"330353";"Novaclinica Servicos Medicos Ltda";"Inativa";31022,25;56753,56;637290,98;"13.77%"
"2020/02";"382108";"Novelis Do Brasil Ltda.";"Inativa";108522,62;0,00;108522,62;"100.00%"
"2020/02";"339555";"Nucleos Instituto De Seguridade Social";"Inativa";17078,78;0,00;17078,78;"100.00%"
"2020/02";"343587";"Oase - Ordem Auxiliadora De Senhoras Evangélicas De Montenegro";"Inativa";0,00;247208,55;247208,55;"100.00%"
"2020/02";"409642";"Odonto Bonno Ltda.";"Inativa";610,30;0,00;610,30;"100.00%"
"2020/02";"409235";"Operadora De Planos De Saúde Serra Imperial Ltda.";"Inativa";0,00;0,00;355757,08;"0.00%"
"2020/02";"302813";"Opp Petroquimica Sa";"Inativa";5160,01;0,00;5160,01;"100.00%"
"2020/02";"413631";"Ops - Planos De Saúde S.A";"Inativa";0,00;0,00;4458622,27;"0.00%"
"2020/02";"325341";"Organização Médica Clinihauer Ltda";"Inativa";6908064,43;0,00;9545144,36;"72.37%"
"2020/02";"304859";"Ouroclin Assistencia A Saude S/C Ltda";"Inativa";125,36;0,00;65766,94;"0.19%"
"2020/02";"373583";"Oxiteno Nordeste S/A Industria E Comércio";"Inativa";134,05;0,00;134,05;"100.00%"
"2020/02";"331635";"P.W Hidropneumática Ltda";"Inativa";36626,91;0,00;36626,91;"100.00%"
"2020/02";"413208";"Paas - Plano Assistencial Ambulatorial De Saúde Ltda.";"Inativa";0,00;0,00;217,89;"0.00%"
"2020/02";"413968";"Pass - Associação De Assistência À Saúde";"Inativa";231828,29;122152,48;353980,77;"100.00%"
"2020/02";"324485";"Perdigão Agroindustrial S.A";"Inativa";9030119,92;0,00;9564290,58;"94.41%"
"2020/02";"352322";"Petroquímica Triunfo S/A";"Inativa";20675,65;0,00;20675,65;"100.00%"
"2020/02";"310182";"Phs - Plano Hospitalar De Saúde S/C Ltda";"Inativa";0,00;0,00;4728,52;"0.00%"
"2020/02";"305316";"Pio Sodalicio Damas De Caridade Hospi N S Pompeia";"Inativa";49696,57;8113,64;135068,71;"42.80%"
"2020/02";"417653";"Pladisa - Plano Divino De Saúde";"Inativa";324948,61;0,00;324948,61;"100.00%"
"2020/02";"386898";"Plan Med Assistência Médica Ltda.-Epp";"Inativa";1635,64;0,00;119816,67;"1.37%"
"2020/02";"414069";"Plano De Assistencia A Saude Nossa Senhora Da Penha S/C Ltda";"Inativa";1916,85;0,00;194934,23;"0.98%"
"2020/02";"406201";"Plano De Autogestão Em Saúde Dos Servidores Do Poder Judiciário";"Inativa";21156,03;3703,91;268430,21;"9.26%"
"2020/02";"308684";"Plano De Saúde Santa Terezinha Ltda";"Inativa";610,30;0,00;2405,87;"25.37%"
"2020/02";"408646";"Plano Nacional De Saúde Familiar Dos Servidores Públicos";"Inativa";0,00;0,00;51987,31;"0.00%"
"2020/02";"364941";"Planos De Saúde Psmc Prevenção, Saúde, Medicina E Cirurgia Ltda Me - Em Liquidação Extrajudicial";"Inativa";4452,42;0,00;128118,43;"3.48%"
"2020/02";"354392";"Planos Garantia De Saúde Do Hosp. Adventista Do Pênfigo S/C";"Inativa";6084,95;0,00;57879,25;"10.51%"
"2020/02";"339091";"Policlin S/A Serviços Médico-Hospitalares";"Inativa";601813,53;176533,57;1497372,42;"51.98%"
"2020/02";"410098";"Policlinica Capao Raso S/C Ltda";"Inativa";1018,54;0,00;1018,54;"100.00%"
"2020/02";"405281";"Policlinica Central Da Taquara Ltda.";"Inativa";0,00;19253,60;32618,22;"59.03%"
"2020/02";"319309";"Policlinica Jurismed S/C Ltda.";"Inativa";0,00;0,00;15548,92;"0.00%"
"2020/02";"404888";"Policlinica Rio Grande Ltda";"Inativa";1945,39;2083,01;4028,40;"100.00%"
"2020/02";"338028";"Policlinica Salto S/C Ltda";"Inativa";441,28;0,00;441,28;"100.00%"
"2020/02";"336319";"Policlinica Santa Clara Ltda";"Inativa";37861,74;0,00;414800,32;"9.13%"
"2020/02";"414638";"Policlinica São José Ltda.-Epp";"Inativa";0,00;0,00;209024,79;"0.00%"
"2020/02";"408581";"Policlínica Gramacho Ltda - Epp";"Inativa";0,00;0,00;10128,74;"0.00%"
"2020/02";"407631";"Policlínica Pavuna Ltda";"Inativa";0,00;0,00;25770,41;"0.00%"
"2020/02";"408921";"Policlínica Santíssimo Ltda.";"Inativa";0,00;0,00;7837,30;"0.00%"
"2020/02";"406741";"Pontesclin Clinica Medica E Odontologica Ltda";"Inativa";1244,31;0,00;4614,73;"26.96%"
"2020/02";"413411";"Pontual Saúde Assistência Médica Ltda";"Inativa";0,00;0,00;126951,02;"0.00%"
"2020/02";"005886";"Porto Seguro Cia De Seguros Gerais";"Inativa";108291,61;369548,11;858571,18;"55.66%"
"2020/02";"363138";"Prensas Schuler S/A";"Inativa";5065,81;0,00;5065,81;"100.00%"
"2020/02";"414948";"Prev Saúde - Associação De Assistência Médica Privada";"Inativa";457661,45;0,00;457661,45;"100.00%"
"2020/02";"330558";"Prevemt Medicina Do Trabalho S/C Ltda";"Inativa";0,00;0,00;1561,99;"0.00%"
"2020/02";"335924";"Previ Gillette Soc. De Previdência Privada";"Inativa";5813,13;0,00;15237,20;"38.15%"
"2020/02";"307912";"Previbosch Sociedade De Previdência Privada";"Inativa";133200,80;0,00;133200,80;"100.00%"
"2020/02";"366668";"Previscania Sociedade De Previdência Privada";"Inativa";138961,13;0,00;138961,13;"100.00%"
"2020/02";"402541";"Prisa Assistência Médica E Hospitalar S/C Ltda";"Inativa";0,00;0,00;207290,41;"0.00%"
"2020/02";"327115";"Pro Vida Assistencia Medica S/C Ltda";"Inativa";0,00;0,00;860,40;"0.00%"
"2020/02";"312029";"Pro-Saude Assistencia Medica S/C Ltda.";"Inativa";0,00;0,00;12093798,67;"0.00%"
"2020/02";"400165";"Prodoctor Administração E Rep. S/C Ltda";"Inativa";0,00;0,00;11616,07;"0.00%"
"2020/02";"411205";"Promass Planos De Assistencia A Saude Ltda";"Inativa";0,00;0,00;56010,83;"0.00%"
"2020/02";"315206";"Promed-Social Assistencia Médica Ltda.";"Inativa";0,00;0,00;67325,13;"0.00%"
"2020/02";"316920";"Pronto Atendimento Medico Jardins S/C Ltda";"Inativa";25762,29;0,00;156923,22;"16.42%"
"2020/02";"407755";"Pronto Socorro Infantil Luiz França Ltda.";"Inativa";0,00;0,00;36462,00;"0.00%"
"2020/02";"403849";"Prontomed Assistência Medica Ltda. - Em Liquidação Extrajudicial";"Inativa";2335,79;0,00;95185,11;"2.45%"
"2020/02";"362182";"Prontomedico Plano De Assistencia Medica Ltda";"Inativa";26721,97;101514,06;317975,73;"40.33%"
"2020/02";"370258";"Proteção Médica S/S Ltda";"Inativa";7916,25;2660,82;100229,73;"10.55%"
"2020/02";"390836";"Provida Serviços Médicos Ltda.";"Inativa";614,80;0,00;1884,90;"32.62%"
"2020/02";"408280";"Providencia Saude Ltda";"Inativa";0,00;0,00;6626,09;"0.00%"
"2020/02";"408859";"Psi  - Planos De Saúde Integrais S/A";"Inativa";21262,32;0,00;21262,32;"100.00%"
"2020/02";"403369";"Pulmonar Clinica De Pneumologia E Cirurg Toracica Ltda.";"Inativa";0,00;0,00;52344,65;"0.00%"
"2020/02";"318680";"Quaker Brasil Ltda";"Inativa";9879,85;0,00;12657,82;"78.05%"
"2020/02";"392154";"Quality Assistência Médica Internacional  Ltda.";"Inativa";3615,85;0,00;6087,78;"59.40%"
"2020/02";"351555";"Qualivida - Associação Para A Saúde Dos Profissionais De Contabi";"Inativa";0,00;0,00;12521,33;"0.00%"
"2020/02";"352187";"Real Sociedade Portuguesa De Beneficencia";"Inativa";477,55;0,00;5880190,54;"0.01%"
"2020/02";"410985";"Recife Meridional Assistência Médica Ltda. - Em Liquidação Extrajudicial";"Inativa";0,00;8353,41;702236,69;"1.19%"
"2020/02";"400874";"Regina Mater Prest.Serv.Méd.Lab.Ltda S/C";"Inativa";1233,38;0,00;75431,49;"1.64%"
"2020/02";"341096";"Regional Saude Ltda.";"Inativa";8015,50;0,00;8015,50;"100.00%"
"2020/02";"310549";"Regius Sociedade Civil De Previdência Privada";"Inativa";3053,83;0,00;3053,83;"100.00%"
"2020/02";"358576";"Rioclínicas Previdência Médico Social";"Inativa";0,00;0,00;126800,64;"0.00%"
"2020/02";"319546";"Royal Saúde Ltda.";"Inativa";1287,73;0,00;1587344,71;"0.08%"
"2020/02";"380555";"S- Serviços Médicos Ltda.";"Inativa";181,00;0,00;1252936,47;"0.01%"
"2020/02";"415740";"Sadia S/A";"Inativa";1786225,55;0,00;2603870,83;"68.60%"
"2020/02";"411914";"Sam Serviço De Assistência Médica Ltda";"Inativa";0,00;0,00;7543,92;"0.00%"
"2020/02";"372960";"Samec Serviço De Assistência Médica E Cirúrgica Ltda";"Inativa";14339,74;0,00;14339,74;"100.00%"
"2020/02";"309192";"Samed - Serviços De Assistência Médica, Odontológica E Hospitalar S.A.";"Inativa";2225759,49;1249251,79;3475011,28;"100.00%"
"2020/02";"363677";"Samedh - Assistência Medico Hospitalar Ltda.";"Inativa";1835,47;0,00;1724785,16;"0.11%"
"2020/02";"411116";"Samel - Serviço De Assistência Médico Hospitalar Ltda.";"Inativa";26279,79;0,00;243080,41;"10.81%"
"2020/02";"335223";"Samer Serviço De Assistencia Medica De Resende S/C Ltda";"Inativa";7808,40;0,00;7808,40;"100.00%"
"2020/02";"314561";"Samho Intermédica Sistema De Saúde Ltda";"Inativa";16322,47;0,00;434332,36;"3.76%"
"2020/02";"360015";"Samp São Paulo Assistência Médica S/C Ltda.";"Inativa";0,00;0,00;24726,34;"0.00%"
"2020/02";"384585";"Sanamed - Saúde Santo Antonio Ltda";"Inativa";8839,56;0,00;2685798,23;"0.33%"
"2020/02";"365351";"Sanatorinhos Ação Comunitária De Saúde";"Inativa";0,00;0,00;1641,69;"0.00%"
"2020/02";"405655";"Sanatorio São José Ltda";"Inativa";0,00;0,00;3894,59;"0.00%"
"2020/02";"327999";"Santa Casa De Misericordia Da Bahia";"Inativa";1290,04;0,00;653290,10;"0.20%"
"2020/02";"338214";"Santa Casa De Misericordia De Barra Mansa";"Inativa";87760,10;1246303,57;2447914,21;"54.50%"
"2020/02";"315893";"Santa Casa De Misericordia De Casa Branca";"Inativa";14269,45;0,00;317227,39;"4.50%"
"2020/02";"363405";"Santa Casa De Misericordia De Itaberaba";"Inativa";0,00;0,00;973,90;"0.00%"
"2020/02";"372404";"Santa Casa De Misericordia De Itabuna";"Inativa";166632,93;750746,51;1023113,82;"89.67%"
"2020/02";"357383";"Santa Casa De Misericordia De Vitória Da Conquista";"Inativa";86101,57;45540,51;190930,56;"68.95%"
"2020/02";"339334";"Santa Casa De Misericordia Do Hospital Sao Francisco De Assis";"Inativa";0,00;0,00;5718,25;"0.00%"
"2020/02";"355950";"Santa Casa De Misericordia Dona Carolina Malheiros";"Inativa";201550,26;0,00;1082826,61;"18.61%"
"2020/02";"365041";"Santa Casa De Misericordia Sao Francisco";"Inativa";0,00;0,00;610,42;"0.00%"
"2020/02";"300748";"Santa Casa De Misericórdia De Araçatuba";"Inativa";431569,24;1307436,15;1748123,82;"99.48%"
"2020/02";"390178";"Santa Casa De Misericórdia De Barretos";"Inativa";122016,74;0,00;6488539,20;"1.88%"
"2020/02";"325252";"Santa Casa De Misericórdia De Belo Horizonte";"Inativa";25820,14;3393846,84;4054843,97;"84.34%"
"2020/02";"331805";"Santa Casa De Misericórdia De Lorena";"Inativa";12016,06;610,42;13986,72;"90.27%"
"2020/02";"400700";"Santa Casa De Misericórdia De Olimpia";"Inativa";4324,94;0,00;41711,78;"10.37%"
"2020/02";"340448";"Santa Casa De Misericórdia De Pelotas";"Inativa";25526,92;21077,33;338399,40;"13.77%"
"2020/02";"346306";"Santa Casa De Paranavai";"Inativa";4357,15;0,00;4357,15;"100.00%"
"2020/02";"403580";"Santa Casa Misericórdia Irm. Sr. Dos Passos De Ubatuba";"Inativa";8439,19;0,00;350770,04;"2.41%"
"2020/02";"306355";"Santa Helena Empreendimentos Ltda.";"Inativa";103133,13;773032,69;1240387,01;"70.64%"
"2020/02";"413071";"Santamed Serviços Médicos E Hospitalares Ltda.";"Inativa";296795,98;0,00;296795,98;"100.00%"
"2020/02";"339245";"Santamália Saúde S.A.";"Inativa";2053978,46;11528098,49;29599671,48;"45.89%"
"2020/02";"414123";"Sao Marcos Saude S/C Ltda.";"Inativa";0,00;0,00;60082,45;"0.00%"
"2020/02";"005631";"Sasse Cia Nacional De Seguros Gerais";"Inativa";5212,45;0,00;6595,22;"79.03%"
