,carat,cut,color,clarity,depth,table,x,y,z,cut_mdl,color_mdl,clarity_mdl,price_predicted
3881,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,4,3,4,1983.502419358615
3899,0.57,Very Good,F,VS1,63.2,56.0,5.27,5.31,3.34,2,4,4,2491.304505805344
3904,1.75,Good,I,VS1,58.3,59.0,7.92,7.97,4.63,1,1,4,12431.51120227974
3909,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,2,4,4,894.2024955998868
3910,0.71,Ideal,H,VS1,62.1,55.0,5.68,5.72,3.54,4,2,4,3435.7578412947514
3911,0.43,Ideal,G,VS1,61.3,57.0,4.88,4.85,2.98,4,3,4,1137.9778257204316
3913,0.43,Very Good,F,VS1,62.2,61.0,4.75,4.83,2.98,2,4,4,1176.044026812614
3914,0.53,Ideal,J,VS1,61.4,55.2,5.2,5.22,3.2,4,0,4,1079.226769196106
3919,0.31,Ideal,G,VS1,62.3,54.0,4.35,4.38,2.72,4,3,4,400.0
3923,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,4,4,4,2222.2961846988455
3924,1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,3,1,4,10471.453693896874
3925,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,4,1,4,660.3902950399706
3926,1.75,Premium,G,VS1,59.6,60.0,7.9,7.76,4.67,3,3,4,13391.667828420974
3927,0.71,Ideal,E,VS1,62.3,56.0,5.66,5.7,3.54,4,5,4,4433.98066852817
3930,0.47,Ideal,E,VS1,61.5,55.0,5.01,5.04,3.09,4,5,4,2179.248418826347
3937,1.5,Very Good,H,VS1,60.7,58.0,7.35,7.42,4.48,2,2,4,10562.910088577628
3940,1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,2,1,4,10324.116323237395
3943,0.31,Good,I,VS1,63.9,55.0,4.28,4.3,2.74,1,1,4,947.8441624088234
3945,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,3,0,4,14742.124427960287
3949,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,2,3,4,947.8441624088234
3955,0.5,Premium,G,VS1,62.5,60.0,5.08,5.06,3.17,3,3,4,1648.2706945573182
3980,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,2,1,4,5532.810292621024
3988,0.71,Ideal,H,VS1,61.8,55.0,5.72,5.77,3.55,4,2,4,3435.7578412947514
3989,0.53,Ideal,I,VS1,61.6,57.0,5.21,5.18,3.2,4,1,4,1411.9677116072453
3991,0.31,Ideal,H,VS1,62.1,54.0,4.3,4.37,2.69,4,2,4,947.8441624088234
3996,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,4,1,4,17101.14628244909
4004,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,4,6,4,3357.5139548756706
4008,1.02,Good,D,VS1,64.6,58.0,6.22,6.28,4.04,1,6,4,7237.071988159062
4031,0.73,Fair,I,VS1,55.9,66.0,6.11,6.01,3.39,0,1,4,2701.561770387517
4032,0.72,Ideal,I,VS1,60.7,57.0,5.78,5.81,3.51,4,1,4,3196.964075954521
4057,0.72,Premium,F,VS1,58.8,60.0,5.91,5.89,3.47,3,4,4,4047.849532528461
4063,0.3,Very Good,G,VS1,60.2,62.0,4.3,4.31,2.59,2,3,4,947.8441624088234
4071,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,4,2,4,7945.222340698395
4072,0.3,Premium,J,VS1,62.6,58.0,4.27,4.32,2.69,3,0,4,947.8441624088234
4089,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,4,3,4,3862.4459607768013
4090,1.71,Very Good,H,VS1,62.0,56.0,7.64,7.68,4.75,2,2,4,12535.800807066717
4096,1.2,Ideal,H,VS1,61.9,57.0,6.77,6.73,4.18,4,2,4,8039.169517769305
4106,0.86,Fair,G,VS1,64.6,58.8,5.95,6.04,3.87,0,3,4,4588.356957131616
4107,0.54,Ideal,G,VS1,61.3,57.0,5.25,5.28,3.23,4,3,4,2171.3967735004344
4111,0.39,Ideal,E,VS1,62.3,57.0,4.67,4.64,2.9,4,5,4,1427.6710022590732
4113,0.38,Premium,E,VS1,60.7,59.0,4.65,4.7,2.84,3,5,4,1186.386454528686
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,3,2,4,947.8441624088234
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2,5,4,3293.78133357103
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,2,2,4,400.0
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,3,6,4,11101.739458172568
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,2,3,4,4413.295813096028
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,4,6,4,4109.091371442945
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2,1,4,2714.3949804937447
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,4,5,4,3024.7730124645313
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,3,3,4,7566.942850024599
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,1,1,4,2661.004786905177
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,3,1,4,2204.102111656859
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,1,1,4,10176.778952577915
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,4,4,4,6919.65503824431
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,3,6,4,7343.8523753362
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,4,2,4,7287.592101202031
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,4,2,4,617.3425291674739
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,4,1,4,947.8441624088234
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,0,3,4,1206.2585825788838
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,3,2,4,1691.3184604298158
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,2,4,4,1833.67426630898
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,3,4,4,9496.785802641196
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,4,6,4,1008.8345281029387
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,3,4,4,6772.317667584831
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,4,5,4,1615.5653564008917
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,4,4,4,2222.2961846988455
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,3,3,4,7754.837204166418
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,4,0,4,2770.275956472472
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,4,4,4,9550.17599622977
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,4,5,4,1145.829471046346
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,2,4,4,400.0
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,4,6,4,8994.344579130226
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,4,4,4,4007.292549046121
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,3,6,4,767.5499803725515
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,4,5,4,3118.720189535439
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,3,1,4,947.8441624088234
4384,1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,3,4,4,7805.736615364834
4397,0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,4,2,4,3529.705018365661
4400,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,2,1,4,15021.475176782853
4405,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,4,2,4,1462.8671228056573
4409,0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,3,2,4,947.8441624088234
4424,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,2,1,4,15021.475176782853
4425,0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,4,3,4,400.0
4434,0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,2,3,4,1688.8276780396582
4437,1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,4,3,4,11754.008834733177
4446,0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,2,5,4,947.8441624088234
4454,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,2,1,4,2808.3421575646544
4462,0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,2,1,4,400.0
4464,0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,2,4,4,4464.195224294438
4489,1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,3,4,4,6772.317667584831
4497,1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,2,3,4,10895.651030988767
4500,0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,4,4,4,400.0
4504,0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,2,4,4,4652.089578436257
4513,0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,1,5,4,609.870181997002
4519,1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,3,5,4,11708.470286470525
4527,1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98,4,4,4,6919.65503824431
4534,1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92,3,5,4,7105.05860999597
4536,0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,2,2,4,400.0
4546,0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79,4,0,4,947.8441624088234
4565,1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01,1,1,4,5385.472921961545
4575,0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97,2,6,4,1559.6843804221671
4584,0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21,4,2,4,1744.7086540183845
4588,0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72,4,5,4,770.0407627627092
4589,0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89,4,1,4,4981.960440301796
4599,1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23,4,1,4,7706.428575358165
4610,1.7,Premium,F,VS1,60.6,58.0,7.71,7.68,4.66,3,4,4,13254.672885477568
4616,2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,3,1,4,15074.865370371426
4621,1.52,Premium,E,VS1,60.1,59.0,7.49,7.45,4.49,3,5,4,11896.36464061234
4622,0.28,Very Good,E,VS1,60.9,59.0,4.19,4.22,2.56,2,5,4,400.0
4633,0.31,Premium,I,VS1,62.6,59.0,4.29,4.33,2.7,3,1,4,947.8441624088234
4659,1.11,Premium,E,VS1,61.2,58.0,6.69,6.65,4.08,3,5,4,8044.530380705063
4664,0.5,Ideal,H,VS1,61.4,54.0,5.13,5.16,3.16,4,2,4,1462.8671228056573
4671,0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88,2,4,4,894.2024955998868
4675,0.41,Ideal,F,VS1,62.0,56.0,4.77,4.81,2.97,4,4,4,1282.8244139897524
4676,0.9,Premium,F,VS1,59.0,58.0,6.29,6.33,3.72,3,4,4,5738.898719804828
4684,0.34,Ideal,E,VS1,62.4,55.0,4.47,4.44,2.78,4,5,4,957.9351169045276
4702,0.57,Ideal,G,VS1,62.1,56.0,5.33,5.3,3.3,4,3,4,2453.2383047131607
4703,1.04,Very Good,D,VS1,62.3,59.0,6.39,6.48,4.01,2,6,4,7572.303712960359
4704,1.75,Premium,I,VS1,60.6,60.0,7.8,7.84,4.74,3,1,4,12726.185943598695
4707,1.7,Ideal,I,VS1,62.2,55.0,7.67,7.63,4.76,4,1,4,12403.787428903626
4708,0.55,Ideal,D,VS1,61.8,55.0,5.29,5.32,3.28,4,6,4,3263.566777804761
4721,0.7,Ideal,G,VS1,61.3,59.0,5.68,5.7,3.49,4,3,4,3674.551606634981
4736,0.38,Ideal,D,VS1,62.3,54.0,4.64,4.7,2.9,4,6,4,1666.4647675993037
4743,0.54,Very Good,G,VS1,61.6,56.0,5.23,5.26,3.23,2,3,4,1876.7220321814775
4747,0.5,Premium,E,VS1,58.8,62.0,5.17,5.14,3.03,3,5,4,2313.7525793795967
4748,1.41,Ideal,G,VS1,62.6,56.0,7.15,7.2,4.49,4,3,4,10344.801178669535
4751,0.35,Premium,G,VS1,62.3,59.0,4.49,4.53,2.81,3,3,4,400.0
4757,0.31,Premium,I,VS1,60.8,59.0,4.37,4.41,2.67,3,1,4,947.8441624088234
4759,0.31,Ideal,G,VS1,60.6,56.0,4.38,4.4,2.66,4,3,4,400.0
4777,0.8,Ideal,F,VS1,62.4,55.0,5.92,5.88,3.68,4,4,4,4946.764319755214
4779,0.47,Good,E,VS1,58.3,61.2,5.11,5.15,2.98,1,5,4,1737.2363068479126
4781,0.56,Good,F,VS1,58.6,62.0,5.3,5.45,3.16,1,4,4,2250.0199580749577
4787,0.33,Ideal,H,VS1,61.5,56.0,4.47,4.44,2.74,4,2,4,947.8441624088234
4798,0.53,Very Good,D,VS1,59.4,59.0,5.25,5.32,3.14,2,6,4,2780.9976823439874
4802,0.52,Ideal,E,VS1,62.6,57.0,5.15,5.11,3.21,4,5,4,2648.9843041808936
4804,0.33,Premium,E,VS1,60.9,58.0,4.49,4.45,2.72,3,5,4,716.6505691741395
4808,1.82,Premium,I,VS1,61.4,60.0,7.83,7.8,4.8,3,1,4,13383.81618309506
4813,0.3,Very Good,G,VS1,60.8,56.0,4.35,4.37,2.65,2,3,4,947.8441624088234
4837,0.31,Ideal,E,VS1,61.9,56.0,4.34,4.32,2.68,4,5,4,676.0935856917995
4848,0.41,Very Good,J,VS1,60.8,61.0,4.72,4.79,2.89,2,0,4,947.8441624088234
4864,0.34,Ideal,F,VS1,62.1,57.0,4.49,4.53,2.8,4,4,4,625.1941744933883
4868,1.51,Very Good,G,VS1,62.5,58.0,7.23,7.27,4.53,2,3,4,10989.598208059673
4871,0.51,Ideal,G,VS1,60.2,56.0,5.2,5.24,3.14,4,3,4,1889.5552422877063
4876,0.71,Premium,H,VS1,62.9,57.0,5.72,5.67,3.58,3,2,4,3288.420470635273
4883,0.51,Very Good,H,VS1,60.7,56.0,5.16,5.2,3.15,2,2,4,1262.139558557611
4886,0.74,Ideal,I,VS1,62.5,56.0,5.76,5.8,3.61,4,1,4,3384.8584300963394
4892,0.42,Premium,D,VS1,60.8,59.0,4.85,4.79,2.93,3,6,4,1894.9161052234622
4896,0.3,Premium,J,VS1,61.2,61.0,4.33,4.3,2.64,3,0,4,947.8441624088234
4914,1.6,Very Good,H,VS1,61.2,58.6,7.48,7.63,4.62,2,2,4,11502.381859286721
4922,1.0,Fair,G,VS1,58.7,67.0,6.47,6.45,3.79,0,3,4,5903.617436124346
4923,1.06,Premium,G,VS1,62.0,58.0,6.56,6.51,4.05,3,3,4,6909.312610528236
4934,0.31,Ideal,F,VS1,62.4,55.0,4.37,4.35,2.72,4,4,4,400.0
4936,1.0,Premium,E,VS1,59.1,59.0,6.56,6.51,3.86,3,5,4,7011.11143292506
4937,0.54,Good,H,VS1,63.2,58.0,5.12,5.16,3.25,1,2,4,1396.6437191108598
4942,0.32,Very Good,G,VS1,61.3,62.0,4.39,4.42,2.7,2,3,4,947.8441624088234
4956,0.41,Premium,G,VS1,62.1,60.0,4.72,4.78,2.95,3,3,4,802.7461009191347
4959,0.83,Ideal,G,VS1,62.1,55.0,6.02,6.05,3.75,4,3,4,4895.8649085568
4961,0.55,Very Good,E,VS1,62.8,56.0,5.2,5.24,3.28,2,5,4,2636.1510940746657
4991,0.46,Ideal,J,VS1,62.6,53.9,4.92,4.95,3.09,4,0,4,421.59652969974104
11,0.33,Ideal,G,VVS2,60.1,57.0,4.48,4.51,2.7,4,3,5,400.0
12,0.54,Ideal,J,VVS2,61.6,57.0,5.25,5.23,3.23,4,0,5,1347.6102884550655
26,0.55,Ideal,F,VVS2,62.3,54.0,5.29,5.27,3.29,4,4,5,3061.7543092455344
28,0.41,Premium,D,VVS2,62.2,58.0,4.8,4.78,2.98,3,6,5,2306.29417677514
31,0.34,Ideal,F,VVS2,61.3,56.0,4.52,4.56,2.78,4,4,5,870.2000091440859
40,0.32,Very Good,D,VVS2,60.1,58.0,4.41,4.44,2.66,2,6,5,1267.7405410789388
60,0.55,Ideal,H,VVS2,61.7,57.0,5.28,5.26,3.25,4,2,5,2256.8621631384285
62,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,3,6,5,5437.086034062922
69,0.34,Ideal,E,VVS2,62.3,57.0,4.48,4.44,2.78,4,5,5,1272.6460821976398
96,1.02,Ideal,F,VVS2,61.1,56.3,6.48,6.52,3.97,4,4,5,7966.661552329728
105,0.41,Ideal,G,VVS2,62.2,56.0,4.75,4.8,2.97,4,3,5,1198.27203612435
110,0.33,Ideal,G,VVS2,62.5,54.0,4.41,4.45,2.77,4,3,5,400.0
115,0.23,Very Good,F,VVS2,61.4,56.0,3.94,3.97,2.43,2,4,5,947.8441624088234
122,0.31,Very Good,G,VVS2,63.4,59.0,4.29,4.26,2.71,2,3,5,947.8441624088234
128,0.29,Very Good,H,VVS2,61.2,56.0,4.26,4.29,2.61,2,2,5,947.8441624088234
143,1.01,Very Good,E,VVS2,60.2,60.0,6.46,6.5,3.9,2,5,5,8066.115739787285
146,0.55,Ideal,F,VVS2,60.7,56.0,5.31,5.34,3.23,4,4,5,3061.7543092455344
166,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,2,3,5,790.9204219520961
172,0.56,Ideal,H,VVS2,60.9,57.0,5.38,5.33,3.26,4,2,5,2361.2218917146893
181,0.28,Good,F,VVS2,61.2,62.0,4.16,4.21,2.56,1,4,5,947.8441624088234
198,0.44,Ideal,E,VVS2,61.9,56.0,4.91,4.88,3.03,4,5,5,2316.2433679602327
199,0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,4,6,5,5432.04238399653
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,1,4,5,947.8441624088234
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,1,5,5,400.0
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,4,4,5,974.5597377203449
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,3,0,5,6153.201453029389
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,4,2,5,9144.60424917155
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,3,5,5,1486.4091894165495
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,3,3,5,890.2365004619633
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,2,6,5,641.5821696213816
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,4,3,5,9025.251679343806
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,4,3,5,1093.9123075480911
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,2,3,5,7261.223593680179
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3,3,5,4855.906186359822
367,0.52,Very Good,I,VVS2,61.9,56.0,5.16,5.18,3.2,2,1,5,1342.7047473363637
372,0.52,Premium,G,VVS2,61.2,59.0,5.14,5.16,3.15,3,3,5,2246.9129719533357
376,0.3,Premium,H,VVS2,61.0,61.0,4.32,4.3,2.63,3,2,5,947.8441624088234
390,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,4,3,5,4329.0638934121325
392,0.36,Ideal,E,VVS2,61.9,55.0,4.57,4.61,2.84,4,5,5,1481.3655393501576
401,0.4,Ideal,D,VVS2,61.3,56.0,4.78,4.75,2.92,4,6,5,2301.250526708749
405,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3,6,5,4810.927662605367
406,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,1,1,5,3226.2235117754244
412,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65,4,5,5,855.2071678926004
436,1.0,Very Good,G,VVS2,62.3,58.0,6.39,6.45,4.0,2,3,5,7156.86386510392
437,0.55,Very Good,E,VVS2,60.8,55.0,5.26,5.33,3.22,2,5,5,3265.568225279352
466,0.41,Ideal,F,VVS2,61.7,57.0,4.8,4.73,2.94,4,4,5,1600.718109177902
473,0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,4,4,5,947.8441624088234
475,0.55,Good,I,VVS2,61.0,61.0,5.32,5.36,3.26,1,1,5,1556.4678545552742
482,1.28,Premium,G,VVS2,62.1,58.0,6.96,6.91,4.31,3,3,5,10178.252343749053
489,0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,4,3,5,2868.0276933445
497,0.23,Good,D,VVS2,61.8,65.0,3.9,3.93,2.42,1,6,5,400.0
509,0.31,Ideal,G,VVS2,61.8,54.0,4.36,4.38,2.7,4,3,5,400.0
516,0.71,Ideal,I,VVS2,60.7,57.0,5.76,5.8,3.51,4,1,5,3524.1717473050267
518,0.9,Premium,J,VVS2,62.5,61.0,6.15,6.08,3.82,3,0,5,5005.244438690535
539,1.23,Premium,G,VVS2,59.6,59.0,6.98,6.95,4.15,3,3,5,9656.453700867754
585,0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,4,4,5,557.1208234153073
606,0.4,Ideal,E,VVS2,61.6,56.0,4.73,4.78,2.93,4,5,5,1898.8044536551952
625,0.23,Very Good,F,VVS2,59.6,57.0,3.98,4.0,2.38,2,4,5,947.8441624088234
639,1.5,Very Good,F,VVS2,63.8,59.0,7.17,7.25,4.6,2,4,5,12777.296366970446
686,0.73,Very Good,I,VVS2,62.3,58.0,5.75,5.78,3.59,2,1,5,3534.2590474378103
693,1.0,Good,G,VVS2,61.6,60.0,6.34,6.38,3.92,1,3,5,7057.547786594054
703,1.16,Ideal,F,VVS2,60.5,58.0,6.77,6.85,4.12,4,4,5,9427.697752397358
766,1.45,Very Good,D,VVS2,62.0,56.0,7.25,7.32,4.52,2,6,5,13060.389870196255
768,1.42,Very Good,G,VVS2,62.6,60.0,7.14,7.17,4.48,2,3,5,11539.972465306815
779,1.0,Ideal,G,VVS2,60.8,57.0,6.45,6.47,3.93,4,3,5,7355.496022123656
781,0.34,Very Good,H,VVS2,63.0,55.0,4.44,4.48,2.81,2,2,5,947.8441624088234
796,0.51,Very Good,G,VVS2,63.5,55.0,5.09,5.05,3.22,2,3,5,2043.2371648672097
800,0.84,Very Good,F,VVS2,60.4,62.0,6.1,6.15,3.7,2,4,5,5889.554280937322
826,0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71,4,1,5,947.8441624088234
827,0.6,Ideal,G,VVS2,61.4,59.0,5.37,5.41,3.31,4,3,5,3181.106879073279
842,0.3,Very Good,G,VVS2,61.6,56.0,4.27,4.3,2.64,2,3,5,947.8441624088234
876,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,3,4,5,1501.402030668034
881,1.03,Ideal,G,VVS2,61.6,56.0,6.48,6.5,4.0,4,3,5,7668.575207852435
885,1.3,Ideal,H,VVS2,61.5,55.0,7.07,7.03,4.34,4,2,5,10083.841806357887
891,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,2,5,5,656.5750108728662
905,0.31,Ideal,G,VVS2,60.8,56.0,4.41,4.44,2.69,4,3,5,400.0
912,0.79,Ideal,H,VVS2,62.0,55.9,5.88,5.95,3.67,4,2,5,4761.495648968657
915,1.22,Very Good,F,VVS2,60.7,62.0,6.81,6.84,4.14,2,4,5,9855.22396683518
920,1.22,Ideal,H,VVS2,62.7,54.0,6.77,6.83,4.27,4,2,5,9248.963977747811
929,1.07,Very Good,G,VVS2,62.8,57.0,6.46,6.56,4.09,2,3,5,7887.381965137736
930,0.42,Ideal,G,VVS2,62.1,57.0,4.8,4.77,2.97,4,3,5,1302.631764700609
935,0.43,Ideal,F,VVS2,61.9,56.0,4.84,4.82,2.99,4,4,5,1809.4375663304218
963,0.28,Good,F,VVS2,64.9,57.0,4.13,4.16,2.69,1,4,5,947.8441624088234
970,0.5,Ideal,F,VVS2,62.2,54.0,5.07,5.12,3.17,4,4,5,2539.955666364238
974,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,4,0,5,17314.648760622753
977,0.74,Ideal,G,VVS2,60.9,58.0,5.85,5.88,3.57,4,3,5,4642.143079140911
980,1.51,Premium,J,VVS2,62.6,59.0,7.33,7.31,4.58,3,0,5,11371.187881842361
992,0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,4,3,5,947.8441624088234
993,0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,4,3,5,2346.2290504632037
995,0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,4,3,5,3181.106879073279
997,0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,4,5,5,3359.8406537228275
1013,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,2,2,5,1432.071634661137
1018,0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,1,5,5,2644.453503888187
1024,0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,2,4,5,5576.475095208543
1045,0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,4,6,5,1466.372698098674
1052,0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,2,1,5,947.8441624088234
1057,0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,0,2,5,947.8441624088234
1078,0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,3,3,5,6316.942386427454
1090,0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,2,3,5,5069.669293578732
1093,1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,3,0,5,11266.8281532661
1137,0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,3,5,5,3469.244032365479
1145,0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,4,5,5,3568.560110875347
1153,1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,4,3,5,10695.007336563958
1161,0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1,6,5,1898.942562602886
1202,0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,2,4,5,947.8441624088234
1255,2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,2,0,5,16385.498503569208
1257,0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,3,5,5,400.0
1280,0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,4,5,5,855.2071678926004
1314,0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,2,6,5,3354.9351126041265
1316,0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,3,1,5,4468.452954557753
1317,0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,4,4,5,2853.0348520930165
