,carat,cut,color,clarity,depth,table,x,y,z,cut_mdl,color_mdl,clarity_mdl,price_predicted
4114,1.1,Very Good,D,SI2,61.1,58.0,6.61,6.69,4.06,2,6,1,6201.950250628781
4115,0.5,Good,H,VVS1,63.5,58.0,4.98,5.03,3.18,1,2,6,2113.470338319088
4116,0.24,Very Good,E,VVS2,62.1,59.0,3.95,4.0,2.47,2,5,5,419.7705795859247
4117,1.0,Good,D,IF,63.3,59.0,6.33,6.37,4.02,1,6,7,8309.648876533405
4118,1.88,Very Good,I,VS2,62.2,57.0,7.79,7.86,4.87,2,1,3,12504.012189959221
4119,1.53,Premium,J,VVS1,61.6,58.0,7.4,7.37,4.55,3,0,6,10834.713546071258
4120,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,3,0,1,13313.184621367958
4121,0.79,Ideal,G,SI1,61.1,57.0,5.98,5.93,3.64,4,3,2,3352.5267324363685
4122,1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4,3,2,5197.779917239201
4123,0.31,Ideal,D,SI1,62.7,56.0,4.32,4.36,2.72,4,6,2,94.15272556175296
4124,0.4,Very Good,E,VVS1,61.2,61.0,4.7,4.74,2.89,2,5,6,2349.2662645531655
4125,1.07,Ideal,G,SI2,61.1,57.0,6.61,6.65,4.05,4,3,1,5289.275815627445
4126,0.3,Premium,H,VS1,62.3,58.0,4.26,4.28,2.66,3,2,4,-380.80991908283886
4127,1.01,Premium,D,SI2,58.0,60.0,6.58,6.53,3.8,3,6,1,5566.267817750175
4128,0.71,Very Good,H,SI2,61.8,58.0,5.67,5.73,3.52,2,2,1,1495.921401000075
4129,0.51,Premium,G,SI2,60.8,59.0,5.2,5.19,3.16,3,3,1,213.46029554489542
4130,0.3,Good,G,VVS2,63.2,57.0,4.23,4.28,2.69,1,3,5,152.28037570954803
4131,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,4,5,3,4164.203470803104
4132,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35,2,5,4,3235.211655540257
4133,0.41,Good,E,SI1,63.9,58.0,4.72,4.7,3.01,1,5,2,187.6411170370293
4134,0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,2,2,4,167.0033145194393
4135,1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,3,6,4,10563.932079164972
4136,0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,3,1,3,-1048.4425365392244
4137,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,3,2,3,4455.62274022698
4138,0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,3,5,6,2504.4066251614913
4139,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,2,6,1,9892.456620234449
4140,1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,3,5,1,5422.223696839823
4141,0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,2,5,1,1225.1001695205268
4142,0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2,5,3,2448.0155611652463
4143,1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,0,5,2,5216.783513731905
4144,1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,3,2,3,5334.314732990233
4145,1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,4,4,5,7088.327926340307
4146,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,2,4,1,-500.58953836368255
4147,1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,2,3,0,4894.752594246387
4148,0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1,6,2,1298.2464299869607
4149,1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,3,5,2,5682.204595556881
4150,0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,2,3,4,4265.161402864436
4151,1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,4,4,1,7717.919117722258
4152,1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,2,3,3,9189.46326145058
4153,0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,2,2,3,1049.3220063946128
4154,0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,1,3,3,-104.0738238955928
4155,0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,4,3,5,178.35546115289617
4156,0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,4,6,2,94.15272556175296
4157,0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,4,4,5,1113.2223755501764
4158,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,4,6,4,4041.0132947725615
4159,1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,3,2,6,7168.687820457313
4160,0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,4,2,3,-134.1736600862696
4161,0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,3,3,1,1882.975081795079
4162,1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,2,1,2,10398.778106439326
4163,1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,3,3,5,6789.14344482163
4164,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,2,1,4,2659.0351718988513
4165,1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,2,3,5,11115.332247305903
4166,0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,1,6,1,4728.771900875572
4167,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,4,6,3,2287.25600835797
4168,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,4,5,3,3724.8574744214766
4169,2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,3,1,2,17759.192807706342
4170,0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,3,3,1,-1104.5776935999866
4171,0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,2,4,1,-1115.6739332979605
4172,0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,2,5,1,697.884973862574
4173,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,4,5,4,3018.277181098956
4174,1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,3,3,4,7232.116140315176
4175,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,2,4,1,14261.435940058991
4176,1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,4,2,3,9882.915057414832
4177,0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,4,4,6,1812.5492706488621
4178,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,1,0,2,3860.8804763015432
4179,1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,4,2,5,7678.931677282859
4180,1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,1,2,2,4500.445515227548
4181,0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,1,1,4,2591.7640105668506
4182,0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,3,3,7,2036.953285676218
4183,1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,3,2,1,5956.6525261483475
4184,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,4,2,3,1183.8643290586115
4185,0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,3,1,4,2199.0911375728992
4186,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,3,4,2,5450.291275370204
4187,0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,2,5,1,-180.8070189006803
4188,0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1,1,2,-124.92776877540018
4189,0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,4,1,1,-2028.3483682992937
4190,1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,3,2,0,8069.140007892078
4191,1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,1,2,1,4064.7262179578393
4192,0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,3,2,6,227.0210776276026
4193,0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,1,2,6,443.9555520689046
4194,0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,4,2,5,-53.557859033780915
4195,0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,2,6,3,3997.9668704968044
4196,1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,1,1,4,9621.299952672887
4197,0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,2,5,1,2543.1381586654097
4198,0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,1,3,3,-807.0274181061959
4199,1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,4,4,4,6652.608629070597
4200,1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,3,6,4,7049.164108111954
4201,1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,2,1,3,5825.953044958487
4202,1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,2,4,6,8531.804491538247
4203,0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,4,3,1,2477.4614387850324
4204,0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,3,2,6,2775.2278566410405
4205,1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,3,2,3,10079.251493911808
4206,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,4,6,1,-341.5665717079555
4207,1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,3,3,5,6701.274245545304
4208,0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,4,5,5,1257.2664964605274
4209,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,2,6,3,1098.2832943780659
4210,1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,4,2,4,6979.604782184173
4211,0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,4,2,4,740.8916335650656
4212,1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,4,2,2,6196.035386921079
4213,1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,4,5,5,7759.58724290861
4214,2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,0,3,0,12492.699807899027
4215,1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,4,4,6,8578.477614925921
4216,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,3,3,5,3274.375473768612
4217,0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,4,1,4,-457.582878661191
4218,0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,1,3,1,3330.0783461049377
4219,0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,3,5,5,2332.29492572076
4220,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2,1,1,2933.5228670635843
4221,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3,5,3,3833.324711642128
4222,1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,1,2,3,9329.62477631353
4223,0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,3,3,5,2219.9450824527066
4224,0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,3,6,3,2747.200042683924
4225,0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,4,6,3,2638.7328054632726
4226,1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,4,2,3,5577.324292874884
4227,0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,1,5,7,1926.8916070039468
4228,0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,4,5,1,-485.61069261830744
4229,0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,4,4,1,600.5139763398975
4230,0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,4,3,1,-1476.6525286496144
4231,0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,4,4,2,245.41048012267765
4232,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2,3,2,2251.4232177327885
4233,0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,1,6,2,-371.2683562632228
4234,1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,1,3,2,6577.612020217059
4235,0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,2,5,3,4469.00714452073
4236,0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,0,3,4,1230.9355040816972
4237,1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,2,5,2,5878.541032053858
4238,1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,3,2,1,6923.213718187928
4239,2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,2,2,2,13969.720999126372
4240,2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,2,1,3,13646.31178055145
4241,1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,4,2,3,5928.801089980187
4242,0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,3,4,3,5007.318579876659
4243,1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,4,3,1,4849.929819245817
4244,0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,3,5,3,3657.5863130894777
4245,0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,4,5,2,1443.8849923489342
4246,0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,3,2,4,1728.0508635489723
4247,1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,4,6,2,7211.557866944115
4248,0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,4,1,2,-1504.7598717532592
4249,2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,3,0,1,13488.923019920609
4250,1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,4,5,2,12339.66570261329
4251,0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,0,4,2,1557.971421768536
4252,0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3,5,2,3924.8206100303723
4253,0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,2,4,4,1860.9987447613494
4254,0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,2,5,6,1646.3126703425623
4255,1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,4,5,1,5928.840854553449
4256,2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,0,2,1,16914.22735024568
4257,0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,4,6,3,617.7412221077866
4258,0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,4,0,7,1320.6152871718623
4259,1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,3,4,4,9045.675047475712
4260,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,3,5,2,5857.942994109531
4261,0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,4,3,2,-425.84883644562706
4262,1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,3,6,1,6708.5674083424055
4263,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2,5,1,2367.3997601127576
4264,0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,3,5,3,54.94914276013333
4265,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,4,6,1,3085.332200068735
4266,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,3,4,6,2184.624105698489
4267,1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,3,1,1,5461.131608132695
4268,0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,4,5,6,2132.3317901118644
4269,1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,3,3,2,9436.09952044715
4270,0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,2,4,1,2223.3556392024075
4271,1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,4,5,5,7671.718043632287
4272,0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,2,1,3,-1555.0596942528518
4273,0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,4,0,2,-1824.5423912162614
4274,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,2,6,1,5498.996656418176
4275,0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1,1,1,933.1293216524227
4276,1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,2,5,1,7991.028513797588
4277,2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,2,0,3,13853.744456746403
4278,0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,0,3,2,2292.6192936214393
4279,0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,4,5,1,1623.2500900135028
4280,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,4,6,4,1141.3297186538211
4281,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,4,3,5,2726.562240166335
4282,1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,3,4,4,6497.468268462273
4283,1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,4,3,5,9316.752185890744
4284,1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,2,2,2,4655.585875835874
4285,1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,4,2,2,6108.166187644754
4286,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,4,5,6,1780.854993006562
4287,1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,4,2,2,7777.68097389494
4288,0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,3,2,2,-988.6409157932803
4289,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,2,0,6,4001.514040462196
4290,0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,1,1,2,-1091.4889608149806
4291,1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,1,6,2,5867.444792355884
4292,0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,2,0,3,2518.6177501004186
4293,0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,4,5,5,1960.2200906711314
4294,1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,2,4,2,5734.496911143506
4295,1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,4,2,5,6624.501285966953
4296,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,4,6,2,3608.9206966147703
4297,1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,4,1,2,9039.544041405794
4298,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,4,5,4,1700.2391919540732
4299,0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,3,5,1,2522.5401207210834
4300,0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,3,4,6,2096.754906422164
4301,0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,4,5,1,2765.5496806057326
4302,0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,4,3,2,-865.1948328272547
4303,0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,3,3,1,125.59109626857025
4304,0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,4,4,4,2259.1486652543263
4305,0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,3,4,3,262.3818189550839
4306,1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,3,3,4,7407.854538867827
4307,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,4,0,4,2737.402572928824
4308,0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,3,5,7,3027.995121707527
4309,0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,4,5,2,1531.7541916252594
4310,0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,1,3,3,2707.7405529468215
4311,1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,3,4,2,6153.244869580809
4312,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,4,2,1,14371.497618731266
4313,1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,4,4,4,9112.94620880771
4314,1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,4,4,2,5781.17003453118
4315,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,4,5,4,1260.8931955724456
4316,0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,4,1,7,1113.1826109769117
4317,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,3,1,6,1313.1457465858075
4318,0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,4,6,2,94.15272556175296
4319,1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,1,0,3,9217.274933045479
4320,0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,4,6,3,529.8720228314614
4321,1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,3,2,2,9204.186200260472
4322,0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,3,4,1,2554.2343983633837
4323,0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,1,3,3,-16.204624619265815
4324,0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,3,3,1,2937.4054731109845
4325,1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,4,2,1,6111.792886756673
4326,0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,1,4,3,4697.037858660009
4327,0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,3,5,3,318.5567405891097
4328,0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,4,4,3,-21.823816818217892
4329,0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,2,4,3,4940.04741854466
4330,1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,2,3,1,5330.4718915160975
4331,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,3,2,5,230.64777673952085
4332,1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,3,2,1,6395.998522529975
4333,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,2,4,1,-588.4587376400077
4334,1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,3,5,1,9815.683660656096
4335,1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,1,4,1,4528.552858331193
4336,1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,2,5,3,6226.391130047241
4337,0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,1,6,2,4813.014401039978
4338,0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,3,3,6,3622.2255717619955
4339,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,0,0,2,3617.870916416894
4340,0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,2,5,2,1924.4270646192126
4341,0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,4,6,6,2276.3759110222163
4342,1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,3,5,1,6125.177291050426
4343,0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,2,3,1,1903.5731197394043
4344,1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,4,3,1,5728.6218120090725
4345,0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,4,3,3,1855.1236456269162
4346,0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,2,5,5,331.9013803095995
4347,1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,3,5,3,6733.0082877608675
4348,0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,2,4,4,367.22235706381616
4349,1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,0,4,1,4461.281696999193
4350,1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,2,4,3,5818.739411307912
4351,1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,3,4,1,7650.647956390258
4352,2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,4,2,3,14188.505821954777
4353,0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,3,3,0,1622.9941830780208
4354,0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,3,5,2,3133.9978165434422
4355,0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2,4,2,2571.205737195791
4356,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,4,6,4,8610.211657141484
4357,2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,2,0,1,12279.352267996377
4358,1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,2,6,2,5846.846754411559
4359,1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,0,3,1,4405.106775365168
4360,2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,1,3,1,12995.690266500735
4361,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,4,4,5,1991.9143683134298
4362,1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,1,2,2,4412.576315951223
4363,0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,4,4,4,3928.66345150451
4364,0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,4,6,3,529.8720228314614
4365,0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,3,6,3,1253.4236549863908
4366,0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,1,6,2,-283.39915698689674
4367,0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,2,4,1,2135.4864399260805
4368,0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,3,6,4,898.320158769171
4369,0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,4,4,2,3496.5708533467186
4370,1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,3,2,3,5949.399127924513
4371,0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1,6,1,774.6579334409262
4372,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,4,5,4,3106.1463803752795
4373,0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,1,5,3,3523.043990425478
4374,0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,4,2,7,1345.0959311635888
4375,0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,4,2,1,1806.202122216726
4376,0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,3,4,3,-89.09497815021768
4377,0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,1,3,5,-462.8040192247299
4378,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,4,5,3,3724.8574744214766
4379,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,1,2,2,1776.5003376614595
4380,0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,4,3,5,2726.562240166335
4381,0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,3,1,4,-700.592438545842
